2.589544,-0.913698, 0.000000
-0.474488,-0.456849, 0.100000
-0.296253,-0.913698, 0.200000
-0.238235,-0.913698, 0.300000
-0.357349,-0.913698, 0.400000
-0.059621,-0.685274, 0.500000
0.358842,-0.913698, 0.600000
0.476461,-0.456849, 0.700000
0.537132,-0.456849, 0.800000
0.654440,-0.685274, 0.900000
0.059745,-0.913698, 1.000000
-0.118994,-0.913698, 1.100000
-0.417774,-0.913698, 1.200000
-0.475966,-1.370548, 1.300000
-0.503973,-0.913698, 1.400000
-1.965052,0.000000, 1.500000
-1.449790,-0.685274, 1.600000
-2.758123,-0.913698, 1.700000
-1.327112,-1.142123, 1.800000
2.488840,-0.685274, 1.900000
3.393554,-1.827397, 2.000000
-0.770217,-0.685274, 2.100000
-1.366756,-0.456849, 2.200000
-1.733894,-0.456849, 2.300000
-1.311433,-1.142123, 2.400000
-1.361111,-0.913698, 2.500000
-1.893386,-0.685274, 2.600000
-0.653084,-0.685274, 2.700000
-0.238980,-0.913698, 2.800000
-1.307353,-0.456849, 2.900000
-0.964724,-0.228425, 3.000000
-1.036251,-0.228425, 3.100000
-0.436614,-0.456849, 3.200000
-0.457811,-0.456849, 3.300000
0.595569,-0.456849, 3.400000
0.179049,0.000000, 3.500000
-0.298102,-0.228425, 3.600000
-0.356978,-0.228425, 3.700000
-0.774220,-0.456849, 3.800000
0.416041,-0.456849, 3.900000
-0.655802,-0.456849, 4.000000
0.650479,-0.685274, 4.100000
1.113026,-0.456849, 4.200000
2.221579,-0.456849, 4.300000
-3.894883,-1.370548, 4.400000
-1.501442,-1.598972, 4.500000
-1.048683,-1.370548, 4.600000
-7.293727,-2.055821, 4.700000
-2.396001,-2.969520, 4.800000
-5.702288,-2.512670, 4.900000
-4.446254,-3.654793, 5.000000
-3.729466,-3.883218, 5.100000
-7.877900,-5.710615, 5.200000
-8.519199,-5.482190, 5.300000
-9.054780,-5.025341, 5.400000
-6.062316,-3.883218, 5.500000
-6.454094,-4.111642, 5.600000
-7.228642,-4.111642, 5.700000
-8.303215,-3.426369, 5.800000
-3.647835,-2.512670, 5.900000
6.541786,-1.598972, 6.000000
1.137320,-0.685274, 6.100000
-2.697379,-0.456849, 6.200000
-3.812798,-0.228425, 6.300000
4.199980,0.456849, 6.400000
1.351802,1.370548, 6.500000
0.626597,1.827397, 6.600000
0.117007,2.969520, 6.700000
-0.161404,3.197944, 6.800000
-1.097456,3.197944, 6.900000
3.971454,4.340067, 7.000000
3.241385,5.939039, 7.100000
2.510845,6.624313, 7.200000
8.274810,7.081162, 7.300000
7.362422,7.994860, 7.400000
6.440866,8.680134, 7.500000
5.513084,8.908559, 7.600000
11.273409,9.136983, 7.700000
10.739830,10.050681, 7.800000
9.967460,9.822257, 7.900000
9.524180,11.649653, 8.000000
9.326571,11.649653, 8.100000
14.305863,12.334928, 8.200000
14.941036,12.106503, 8.300000
16.019230,10.964380, 8.400001
10.832376,9.822257, 8.500000
12.113181,8.680134, 8.600000
6.965670,7.766436, 8.700000
8.247992,6.395888, 8.800000
8.817389,4.340067, 8.900001
9.247951,3.883218, 9.000000
-4.013282,3.654793, 9.100000
7.480984,2.969520, 9.200000
12.906963,6.167464, 9.300000
8.879171,7.309587, 9.400001
4.591989,4.568491, 9.500000
-6.918147,0.913698, 9.600000
1.914347,0.000000, 9.700000
1.074170,-0.228425, 9.800000
-0.356978,0.000000, 9.900001
0.059374,0.000000, 10.000000
0.429020,0.000000, 10.100000
